Event Name,Event Time,Location,Club,Image URL,Event URL,Description,Host Organizations,First Host Org,Perks,Categories,Start Time,End Time
SBAAU Ice Hockey NATIONAL CHAMPIONSHIP TOURNEY,2025-03-20 06:00:00,Community First Igloo,Stony Brook AAU Ice Hockey ,https://se-images.campuslabs.com/clink/images/3a619033-0c67-46e8-b1aa-8e4fad0ca2c09edea0b5-4478-44aa-8049-03e23ec5a34f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065519,"The Stony Brook AAU Ice Hockey team heads to Jacksonville, Florida for the AAU National Championship Tournament!",Stony Brook AAU Ice Hockey,Stony Brook AAU Ice Hockey,Credit,Sporting/Athletic Program,,2025-03-26 12:00:00
Badminton Club Weekly Meeting,2025-03-26 12:00:00,MAC Courts,Badminton Club,https://se-images.campuslabs.com/clink/images/0e95b142-c162-4c81-9d11-942373e416f00d961707-d5be-4f30-a3fc-de702a4ed440.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007138,"All skill levels are welcome to join! Come and play with other members or to learn new skills.
Rackets will be available to borrow (We recommend you bring your own if you have). Birdies will be provided.

Location: MAC Courts (Basement of the Recreation Center)
Every Wednesday 12 - 1:30 and Friday 3:00 - 4:30 PM

Don’t forget to have:
- CORQ App ready
- Water
- Comfortable / Athletic wear and shoes (No jeans please!)",Badminton Club,Badminton Club,Credit,N/A,,2025-03-26 01:30:00
Conquer Your Research Journey: Developing an Impactful Poster,2025-03-26 12:30:00,SAC 302,Career Center,https://se-images.campuslabs.com/clink/images/f49c627f-86b9-44b7-9c0f-ac6734594491ab3e9e0f-b559-40f9-b167-6c781c1618cf.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11013755,Register on Handshake!,Career Center,Career Center,Credit,Career/Networking,,2025-03-26 01:30:00
MLA Citation,2025-03-26 12:30:00,Online,University Libraries,https://se-images.campuslabs.com/clink/images/9717967e-2c34-4a73-a195-a845c84075968ac88d7b-3492-4bf0-b587-958304369a4c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11099960,"Are you required to use MLA citation for your research paper assignment? Join librarian Christine Fena to learn about why, when, and how to cite your sources in MLA format. Although this workshop is designed especially for those students taking WRT 101 and WRT 102, all are welcome!
Please register for this event ahead of time using thisZoom Registration Link.",University Libraries,University Libraries,Credit,Virtual Event,,2025-03-26 01:50:00
Public Speaking & Presentations (iCafe x iGrad),2025-03-26 12:30:00,"International Student Center (Library S1450), Melville Library",The Office of Global Affairs,https://se-images.campuslabs.com/clink/images/bd7465a8-41d5-4130-a836-48da36433e922daff0d5-fbbc-4352-9a59-a34beafdbe66.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10989679,"In our Public Speaking & Presentations workshop, we will review tips/skills on how you can develop a presentation.
You will also learn how you can successfully tackle public speaking anxiety.
Free snacks will be available while you learn! Presented by Luis Colón, Instructional Designer.",The Office of Global Affairs,The Office of Global Affairs,"Free Food, Credit",N/A,,2025-03-26 01:50:00
WIB General Body Meeting,2025-03-26 13:00:00,Frey Hall 105,Women In Business at SBU,,https://stonybrook.campuslabs.com/engage/event/10922858,"Women In Business at Stony Brook University is an organization for business students committed to empowering and inspiring future women business leaders. Our community will help educate, inform, and guide business students at Stony Brook University to help achieve all of their goals- both short-term and long-term.
To become an active member, you must attend three (3) General Body Meetings. To become an officer, you must be an active member as well as already have attended one professional, one social and one fundraiser event.
Note: This organization is open to all members of the Stony Brook community, regardless of gender. No person shall be denied membership for or office because of sexual orientation, nation of origin, race, sex, physical disability, political or religious beliefs, and all other protected classes under federal and state laws.",Women In Business at SBU,Women In Business at SBU,Credit,Professional development/Leadership,,2025-03-26 01:50:00
WUSB Recess!,2025-03-26 12:00:00,WUSB Radio Station - 2nd Floor of West Side Dining,WUSB,https://se-images.campuslabs.com/clink/images/f10f5505-746b-4b62-a5a7-455a690bb7d07f753b8b-cd0b-40f8-a80e-de6cf7da559a.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087566,"Recess is an opportunity to get on-air training to be a DJ at WUSB! We will be teaching you the basics of engineering a show, even if you do not want a show, this is a good opportunity to meet some of the other people at WUSB!
",WUSB,WUSB,Credit,N/A,,2025-03-26 02:00:00
Arabic Language and Culture Club GBM,2025-03-26 12:30:00,SAC 303,Arabic Language and Culture Club,,https://stonybrook.campuslabs.com/engage/event/10846425,The Arabic Language and Culture Club will be hosting a GBM! Come join us for an activity and get to know other members.,Arabic Language and Culture Club,Arabic Language and Culture Club,Credit,N/A,,2025-03-26 02:00:00
SBU Improv GBM,2025-03-26 12:30:00,SAC 304,SomeBody's Uncle Improv,https://se-images.campuslabs.com/clink/images/f180b49f-3a04-42e8-b844-d0ba3b4571714be768b4-8a3c-4cca-b2d8-6a3af9b54128.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10969119,"A general body meeting for SomeBody's Uncle Improv! Join us to learn fundamental improv skills through fun warmups and games, including spontaneity, attentiveness, and imagination! Everyone is welcome to attend- no prior improv experience required!",SomeBody's Uncle Improv,SomeBody's Uncle Improv,Credit,Performance,,2025-03-26 02:00:00
Dodgeball Club Practice,2025-03-26 12:30:00,Campus Recreation Center Wood Court #3,Dodgeball Club,https://se-images.campuslabs.com/clink/images/693b0b8d-5226-4889-829e-d83ec998679e396662c4-44db-42ff-90c5-954ecd037cfc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971313,Join us in the Rec Center Wood Courts for a fun practice for all skill levels to play dodgeball and other fun versions of the game together!,Dodgeball Club,Dodgeball Club,Credit,Sporting/Athletic Program,,2025-03-26 02:00:00
Plant Sale,2025-03-26 13:00:00,SAC Lobby 03,Greenhouse Club,https://se-images.campuslabs.com/clink/images/77add03f-6b1c-49e6-9d4b-9614b3bccc5fef781dee-4d20-42ca-971a-5cc0c52fbbdb.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11066628,Come check out our exclusive selection of plants grown by the Greenhouse Club and adopt a little plant buddy!,Greenhouse Club,Greenhouse Club,Credit,N/A,,2025-03-26 02:00:00
College Republicans GBM,2025-03-26 13:00:00,Frey 205,College Republicans,https://se-images.campuslabs.com/clink/images/8cf5bf1b-5476-491e-8fdf-91a7fa434ff525e11d09-e7e2-4d29-8c16-de73f2eb8753.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11051374,"Come join theStony Brook College Republicansfor our weeklyGeneral Body Meeting (GBM)!
- Discuss the latest political news and how it affects our campus and country!
- Participate in member presentations, workshops, games, guest speakers and more!
- Find internship opportunities in local government!
- Take advantage of a platform for conservative students to speak freely on campus!
General Body Meetings are1:00PM - 2:00PMonWednesdaysinFrey Hall Room 205.",College Republicans,College Republicans,Credit,Social Action,,2025-03-26 02:00:00
Gap Year Experiences In Healthcare,2025-03-26 13:00:00,SAC 306,Career Center,https://se-images.campuslabs.com/clink/images/1ac7f1c3-d6ef-40f7-bc1d-182b9f29235a4dc7f22f-998a-408e-abd2-e698b2409dff.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11013815,"Register on Handshake!

Are you taking a year or two off before applying to graduate programs in healthcare? Are you unsure how to best utilize your time during your gap year/s?
If so, you should attend the workshop to learn about experiences such as internships, fellowships, PT & FT employment (clinical & non-clinical), and volunteering.
Students will leave with a list of healthcare-related gap year opportunities that align with their future path. In addition, we will talk about factors to consider when taking a gap year and how to set yourself up for success before you apply to professional healthcare programs.",Career Center,Career Center,Credit,Career/Networking,,2025-03-26 02:00:00
Spring '25 Open Practice,2025-03-26 15:30:00,Walter J. Hawrys Campus Recreation Center,Women's Club Basketball,https://se-images.campuslabs.com/clink/images/20e7feb9-8664-455e-a134-93b904bb66d1f3949acf-4645-491c-973c-90ec0b90313b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971556,"Our weekly practices focus on developing skills that can translate to both athletic ability and personal life skills. This time allows for the engagement with a community of girls who enjoy playing the game of basketball together. We are also using this time to prepare for club events, games, tournaments, etc.",Women's Club Basketball,Women's Club Basketball,Credit,N/A,,2025-03-26 04:30:00
HIV Testing and PrEP Consultations,2025-03-26 11:00:00,"CPO Office, Union 108",Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/296e0435-542a-4d52-a9eb-4122929edab383f46b03-158d-4f78-8509-bb704293e54e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10927300,"Free and Confidential HIV testing and PrEP Consultations
Located in the CPO Office, Union 108
Appointments are required: Call or Text(631) 219-9174
March 12th, March 26th, April 2nd, April 16th, April 30th, May 14th, May 28th
11am-5pm",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-26 05:00:00
Weekly SBU Kendo Armor Practice,2025-03-26 15:30:00,MAC Court in Recreation Center,Kendo Club at SBU,https://se-images.campuslabs.com/clink/images/ff073285-0b24-48b1-aa4d-1e96b1e959b8e38293a0-4797-4fc4-9da7-b74a10c58d7f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11032881,"Weekly SBU kendo armor practice at the MAC court. *The MAC court is located in the basement of the Recreation Center.
No experience is needed, everyone is welcome. All equipment will be provided.",Kendo Club at SBU,Kendo Club at SBU,Credit,Sporting/Athletic Program,,2025-03-26 05:00:00
Coping and Connection: Drop-in Support Space,2025-03-26 16:00:00,Union 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/c0d78b48-2125-4fed-b7b2-f34d0bbea1cd268a663a-2fcc-4b55-a848-5a13a016d1e7.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10972984,"A drop-in support space for Stony Brook survivors or supporters of survivors of sexual or relationship violence. A space to connect, meditate, journal, craft, and learn about resources available on and off campus.",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-26 05:00:00
CPO Mini-Series: Anxiety Toolbox,2025-03-26 17:00:00,CPO (Union 108),Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/f1085d95-e724-48b4-bfb3-c303b62ed741a5c63f39-dc62-4dd8-a305-040172bf26ec.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11012356,"Learn more about recognizing the signs of anxiety as well as strategies and resources for managing anxiety symptoms.
Email prevention_outreach@stonybrook.edu for accessibility needs.
",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-26 06:00:00
Architecture and Urban Design Club: General Body Meeting,2025-03-26 18:00:00,SAC 302,Architecture and Urban Design Club,,https://stonybrook.campuslabs.com/engage/event/10853816,"Hosted by Architecture and Urban Design Club at SBU, general body meetings involve various different activities that challenge members to think critically about the architecture and spaces around them.
Over the course of the semester, members will work in various groups rethinking some of the most underwhelming spots on campus. Each group will draw, write, and communicate creative design solutions that are specific to the selected site through intensive discussion and creative sessions. Members will create visuals that best represent their project and if time and effort provides, may feature detailed renderings. These projects typically span a couple of weeks during each meeting and are a great experience for those looking to develop their creative portfolios or gain experience in collaborative environments.
The club also seeks to incorporate additional activities for members to get involved in that pertain to architecture and urban design.",Architecture and Urban Design Club,Architecture and Urban Design Club,Credit,N/A,,2025-03-26 06:50:00
AMA GBM 3/26,2025-03-26 19:00:00,SAC 304,American Marketing Association,https://se-images.campuslabs.com/clink/images/f1c810c8-c61d-4340-a6c4-9d797d594d5180d6d9f8-ba11-4849-83e4-583b6ae21fe8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765696,AMA GBM Stay tuned for more!,American Marketing Association,American Marketing Association,Credit,N/A,,2025-03-26 07:50:00
Peace Action GBM,2025-03-26 19:00:00,E&SSCI 069,Peace Action Stony Brook University,https://se-images.campuslabs.com/clink/images/768bf7f0-7037-42d4-9c9f-0b8b1dc2e3a254fc5b71-9386-489d-99db-517207292d9b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007122,"Peace Action is the nation’slargest grassroots peace network, with chapters and affiliates across the country placing pressure on congress and the administration to promote peace.",Peace Action Stony Brook University,Peace Action Stony Brook University,Credit,Social Action,,2025-03-26 08:00:00
Environmental Club GBM,2025-03-26 20:00:00,SAC 302,Environmental Club,,https://stonybrook.campuslabs.com/engage/event/11007671,Weekly general body meeting for environmental club.,Environmental Club,Environmental Club,Credit,N/A,,2025-03-26 08:50:00
Wolfie's Big Band Rehearsal,2025-03-26 18:00:00,Union L03 (Basement Rehearsal Room),Wolfie’s Big Band,https://se-images.campuslabs.com/clink/images/420df191-3cdf-4afa-a110-74c3b957069c86226380-2c02-48b7-b589-a4f2ab6fa1f0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10452148,"Wolfie's Big Band weekly rehearsal, practicing and working through music for upcoming performances throughout the semester. Anyone is welcome to attend and participate, new members are always welcome! (We recommend members have a basic ability to read music and play an instrument.)General Rehearsal Schedule:6:00 - 6:10 General Announcements and Welcome7:10 - 7:00 Rehearsing Music7:00 - 7:10 Break7:10 - 8:00 Rehearsing Music8:00 - 8:50 Additional rehearsal as needed, individual practice8:50 - 9:00 Clean-up",Wolfie’s Big Band,Wolfie’s Big Band,Credit,Performance,,2025-03-26 09:00:00
QPR Virtual Training,2025-03-26 19:00:00,Virtual,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/874951e1-12a5-4244-af2c-fe103c914fe31e9f7664-fee1-4641-a632-dcbb36abed84.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10836557,"Part of the CPO Upstander program - QPR teaches you how to recognize the signs of suicide and how to instill hope to live.

You must register for this training attinyurl.com/cpobystander

To earn theUpstander Award(includes a certificate and graduation cord), you will need to complete the following:
May 2026 graduates:complete Red Watch Band, QPR and Green Dot by January 1, 2026
May 2027 graduates:complete Red Watch Band, QPR and Green Dot by January 1, 2027
May 2028 graduates:complete Red Watch Band, QPR, Green Dot AND Hands-Only CPR by January 1, 2028

For accessibility needs please contact prevention_outreach@stonybrook.edu",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,N/A,,2025-03-26 09:00:00
KSA x JSO Spring Event,2025-03-26 19:00:00,SAC Ballroom A,Japanese Student Organization,https://se-images.campuslabs.com/clink/images/d31097db-498b-4acf-bc33-d9f8bc5c802428d2402a-a6f4-422a-84e2-b2d12d6f258c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10846389,KSA and JSO will be holding a collab event to celebrate similar customs!,Japanese Student Organization,Japanese Student Organization,Credit,N/A,,2025-03-26 09:00:00
Field Hockey Club Practice,2025-03-26 19:00:00,Campus Recreation Outdoor South Field Complex- Field A,Field Hockey Club Team,https://se-images.campuslabs.com/clink/images/670ea046-7052-4ec1-8151-47b4a157a7e0b36b1345-2074-4b90-8019-dd391ca329a8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971475,"Join Stony Brook Field Hockey Club! We practice every week on Monday and Wednesday from 7-9PM. NO PRIOR EXPERIENCE IS REQUIRED TO PLAY! Whether you are new to the sport or have years of experience, we encourage you to join us! Equipment is provided.",Field Hockey Club Team,Field Hockey Club Team,Credit,N/A,,2025-03-26 09:00:00
USG Probationary Budget Committee Meetings (PBC) Spring 2025,2025-03-26 19:00:00,"SAC 202, USG Suite",Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/6fa50c6c-49b4-4fe2-a043-952ce3f1165723a6ff66-92f2-4726-9697-10696b8e6908.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065054,"The Undergraduate Student Government Probationary Budget Committee is one of many committees held by the USG. The Probationary Budget Committee works towards reviewing PBC applications submitted by currently unfunded Clubs & Organizations.
Agendas to each Probationary Budget Committee Meeting are available upon request, and Meeting Minutes to each Probationary Budget Committee Meeting are available onthe USG Website.
For Zoom Accessibility, or for any other questions, comments, and/or concerns, please do not hesitate to reach out to the Office of the VP of Clubs & Orgs:usg_clubsandorgs@stonybrook.edu",Undergraduate Student Government,Undergraduate Student Government,Credit,N/A,,2025-03-26 09:00:00
Tiramisu Night !,2025-03-26 20:00:00,Wagner Hall,Roosevelt Community,https://se-images.campuslabs.com/clink/images/50ffbe0d-1f3c-4e38-9b2a-adfbafef1f4f8407e6a5-527e-4338-9422-609e6125d1ec.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11062388,"Join Wagner Hall Council in making Tiramisu ! This may be a longer process, where some things may be done the day before so that everyone gets their tiramisu quickly ! This will be held during our GBM in the kitchen ! We hope to see you there !",Roosevelt Community,Roosevelt Community,"Free Food, Credit",N/A,,2025-03-26 09:00:00
Wagner Hall General Body Meeting,2025-03-26 20:00:00,Wagner Lounge,Roosevelt Community,https://se-images.campuslabs.com/clink/images/856f092c-102f-4a38-ba09-6f414649303da1de8150-3506-47b3-8666-1f77d28874cd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10981383,"Come join Wagner Hall Council, get the news for upcoming events, and connect with the dorm!",Roosevelt Community,Roosevelt Community,"Free Food, Credit",N/A,,2025-03-26 09:00:00
Stony Brook Gospel Choir,2025-03-26 20:00:00,Staller A3220,Gospel Choir,https://se-images.campuslabs.com/clink/images/e32620fe-489e-47e8-a684-af5d6df65450b46ab855-21c7-4407-9aef-9275e76892ca.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10970207,"
Gospel Choir Rehearsals: 🎶🎶🎶
Come join Gospel Choir on Wednesdays from 8-10PM and select Sundays for a safe place to worship and fellowship together.
Everyone is welcome, especially musicians and singers- no experience required.
These rehearsals are a space and time to unite, fellowship, and prepare for our end-of-semester concert and other events.",Gospel Choir,Gospel Choir,Credit,N/A,,2025-03-26 10:00:00
SBU Club Swimming: Practice - Spring 2025,2025-03-26 21:00:00,University Pool,Club Swimming at Stony Brook University,https://se-images.campuslabs.com/clink/images/3e281a15-8e1f-4768-b81c-940d148df8c29d87fca4-2fff-4636-a628-907535e38bb0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926706,"Join us for our daily swim practice, all skill levels welcome!
We do not offer a learn to swim program.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,N/A,,2025-03-26 10:00:00
Wednesday Practice,2025-03-26 21:30:00,REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/e94abab1-bc3e-4b7e-94c2-aabc5c4ea409eb06cc84-fb72-462d-8957-c3ee4b0a3f79.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006311,Wednesday Practice,Wrestling Team,Wrestling Team,Credit,N/A,,2025-03-26 10:30:00
Community Wellness Walk with CPO,2025-03-27 08:30:00,Union Suite 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/91c9a18e-fcbd-4e12-a441-222e87a2acb4b13c2e66-c16f-4350-badf-be25128d205f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11067824,"Join CPO Peer educators and SBU community members for a one mile walk on campus every week!
Join us Thursday March 27th from 8:30-9:30am for one of our weekly wellness walks!
All abilities are invited, no experience necessary, no one gets left behind
Email prevention_outreach@stonybrook.edu for accessibility needs",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-27 09:30:00
Table Tennis Ping Pong Practice Meeting,2025-03-27 12:30:00,MAC Courts in Campus Rec,Table Tennis Club,https://se-images.campuslabs.com/clink/images/1ac470b1-1a17-44e7-900e-389f06db12b2ecd3f34f-956c-4884-93f8-58763e1b588d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007027,"4 meetings per week of general ping pong practices. All skill levels welcome. The tables will be set up for free play but if there are too many people, a couple of tables will be set as King of the Court or Around the World. Timers would also be set to rotate people in and out so that everyone can play. Paddles/Balls are supplied by the club, but feel free to bring your own equipment! Sometimes, practices will be more competitive and focused on higher levels of play if the level of interest is there. If you have any questions, go on the discord and ask: https://discord.gg/adEQyyaudE",Table Tennis Club,Table Tennis Club,Credit,N/A,,2025-03-27 02:00:00
Seawolves for Survivors,2025-03-27 14:00:00,Union 108 CPO Training Room,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/2f289fb2-68e8-4c54-bff5-034d45733e4a9ff519b0-55f6-45b1-9dfc-3b78792a413d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10976326,"Join CPO Peer Educators for an interactive workshop exploring the impacts of sexual assault, barriers to reporting, strategies for supporting survivors & on/off-campus resources for help.
RSVP here on SBEngaged.",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-27 03:00:00
HIV and STI Testing,2025-03-27 10:00:00,"CPO Office, Union 108",Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/9bdb4d16-c38a-4700-99ac-f4c61091b3bef24b570a-31ec-40fb-aa10-62a4d4019bb6.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926813,"HIV and STI testing at the Center for Prevention and Outreach
provided by
FCA Sherpa Harm Reduction Services
Call or text to make an appointment (516) 732-3093
Appointments are strongly encouraged, walk-ins will be accepted when available
*testing provided is free and confidential*",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-27 04:00:00
CPO Mini-Series: Coping & Resilience,2025-03-27 15:00:00,CPO (Union 108),Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/6cfaa4a2-8a20-4163-975c-748e65bb5fb38f54565a-9aeb-4507-a051-243221868878.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10996055,Resilience is built after successfully coping and adapting to challenging times. Join us as we explore how to develop coping skills and integrate strategies to help us bounce back from stress and other challenges.Email prevention_outreach@stonybrook.edu for accessibility needs,Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,,2025-03-27 04:00:00
Mindful Moments,2025-03-27 16:30:00,Center for Prevention and Outreach,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/fa74b35b-0388-4641-b1bc-5188050f53708f79387c-d511-44f9-98b3-3cb6f90af8ed.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10919700,"Research shows that people who practice mindfulness are happier, motivated, have successful relationships, good physical health, less anxiety and less depression. Students can explore different ways to relax the body & calm the mind through peer led guided mindfulness activities.
Join CPO Peer Educators to explore different ways to relax the body and calm the mind!
Email prevention_outreach@stonybrook.edu for accessibility needs",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Stuff, Credit",Health & Wellness,,2025-03-27 05:30:00
Womens Club Lacrosse Practice,2025-03-27 17:00:00,South P Field A (Lot 40),Women's Club Lacrosse,https://se-images.campuslabs.com/clink/images/5e74d445-3c10-4347-8d8e-5a3a8fbd87fbbafaa732-03ff-4027-be8b-9253c0eefb37.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971521,Join us for our weekly practices! All skill levels are welcome. Equipment is available to borrow.,Women's Club Lacrosse,Women's Club Lacrosse,Credit,N/A,,2025-03-27 07:00:00
VAW Dental meeting,2025-03-27 18:00:00,LIBRRY E4310,Volunteers Around the World: Dental Outreach,,https://stonybrook.campuslabs.com/engage/event/11077071,"We will be hosting weekly meetings from 6 to 7 PM, which will include necessary trainings to prepare dental interns for their upcoming dental internship abroad.",Volunteers Around the World: Dental Outreach,Volunteers Around the World: Dental Outreach,Credit,N/A,,2025-03-27 07:00:00
KCF GBM,2025-03-27 19:00:00,Staller FINART M0113,Korean Christian Fellowship,https://se-images.campuslabs.com/clink/images/3feb258f-fb5a-4bb3-afdb-95adaf4802320d5f45c6-abce-4635-9ced-9e711e56ec42.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10925530,"Weekly meeting for members to fellowship, meet, and worship together.",Korean Christian Fellowship,Korean Christian Fellowship,Credit,Religious Service / Celebration,,2025-03-27 07:50:00
Mario Kart & Mocktails,2025-03-27 19:00:00,Union 108 - CPO Office,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/d28f1ef4-6e99-4bc3-93c2-cdc19ebefc6bc5e4ca63-4454-4e26-adc5-ed2f1c6588b9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11002572,Join CPO for a fun night of Mario Kart with a twist! Enjoy mocktails and learn how to prevent drunk driving.,Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Food, Free Stuff, Credit","Health & Wellness, Movies & Games",,2025-03-27 08:00:00
Solar Racing Bi-Weekly General Body Meetings,2025-03-27 19:00:00,Frey 226,Solar Racing,https://se-images.campuslabs.com/clink/images/c820cab9-3ac3-48fd-acd8-1d20c415cc9a458cb651-06ca-4eb1-a668-787e714da509.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10966990,A time for the Solar Racing team to hold their bi-weekly general body meetings where general body members participate in fun events.,Solar Racing,Solar Racing,Credit,N/A,,2025-03-27 08:00:00
NNCEMS General Body Meeting,2025-03-27 19:00:00,Frey Hall 222,Non-Native Communication in Emergency Medical Services,https://se-images.campuslabs.com/clink/images/3b169b32-2636-4c18-924c-68d2d1fe483762fcf673-4afc-4743-8c26-5c8ad6580007.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11026149,Come to NNCEMS's GBMs to learn EMS-focused communication!,Non-Native Communication in Emergency Medical Services,Non-Native Communication in Emergency Medical Services,"Free Stuff, Credit",N/A,,2025-03-27 08:00:00
LGBTA General Body Meeting!,2025-03-27 19:00:00,SAC 306,Lesbian Gay Bisexual Transgender Alliance,https://se-images.campuslabs.com/clink/images/04630b2d-79a2-421b-a2c4-9371936a796dde2ab55b-2a5c-44df-a11e-4a9146154ffd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11080626,"Join the LGBTA on Thursdays from 7-8 PM in SAC 306 for our general body meetings! Check out our upcoming meetings below:
1. Poetry/Writing Workshop (SAC 311) - 2/20
2. Improv Night - 2/27
3. Fashion Show and Tell - 3/6
4. Hangout/Study Session - 3/13
5. TOD Talks - 3/27
6. Zine Night (SAC 311) - 4/10
7. Game Show Night - 4/17
And more! Please feel free to get in touch with us at our meetings, over email at sblgbta@gmail.com, on social media/discord, or join our mailing list. Can't wait to see you there!",Lesbian Gay Bisexual Transgender Alliance,Lesbian Gay Bisexual Transgender Alliance,Credit,N/A,,2025-03-27 08:00:00
Disability Alliance - General Body Meeting,2025-03-27 19:00:00,Frey Hall 112,Disability Alliance,https://se-images.campuslabs.com/clink/images/91a39680-9b86-4a10-abd0-0ae25bc432c662b12935-d42f-4178-a7d4-987fde793555.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11082682,Community for disabled students and allies of Stony Brook University working towards disability justice!,Disability Alliance,Disability Alliance,Credit,Disability/Ability Awareness,,2025-03-27 08:00:00
Elections,2025-03-27 19:00:00,SAC 305,American Institute of Chemical Engineers,https://se-images.campuslabs.com/clink/images/c20bb43b-6a81-448b-be1c-b4d372a8301de47292b5-25ed-49a5-91c2-01f88e9a6a4c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10759394,AIChE will voting for their 2025-2026 Eboard!,American Institute of Chemical Engineers,American Institute of Chemical Engineers,Credit,N/A,,2025-03-27 08:30:00
MSA Iftar Distribution,2025-03-27 15:00:00,Stony Brook Union,Muslim Students’ Association,https://se-images.campuslabs.com/clink/images/23744f69-e603-4539-9346-98c5e81f67b7fafcafb0-eeeb-4389-906b-3898cbd711da.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11084353,Free food distribution to Muslim brothers and sisters for breaking their fasts,Muslim Students’ Association,Muslim Students’ Association,Credit,N/A,,2025-03-27 09:00:00
CTC Mock #1,2025-03-27 19:00:00,SAC Ballroom A,Cantonese Club,,https://stonybrook.campuslabs.com/engage/event/10203729,A mock event presented by CTC that will include fun games and activities to learn more about the Cantonese culture.,Cantonese Club,Cantonese Club,Credit,N/A,,2025-03-27 09:00:00
