title,location,image,link,details,hosts,main_host,Perks,categories,start,end
PPGA GBM,SAC 302,https://se-images.campuslabs.com/clink/images/88f8fa64-d609-411d-ac86-84353b718a569a44ce5d-0408-4851-811b-a1e44fc6d8fc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10358593,PPGA GBM with resources and education regarding sexual and reproductive health and rights!,Planned Parenthood Generation Action at Stony Brook University,Planned Parenthood Generation Action at Stony Brook University,Credit,"Health & Wellness, Social Action",1742860800,1742864400
AIChE ChemE Jeopardy Weekly Meetings,ESS 177,https://se-images.campuslabs.com/clink/images/ca1fef38-96d6-4e82-9e6b-4ecdde819ac11f64dd7a-93d5-458c-b93f-dc0d8549e177.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11044775,AIChE's ChemE Jeopardy team will be practicing for the national and regional ChemE Jeopardy competitions.,American Institute of Chemical Engineers,American Institute of Chemical Engineers,Credit,,1742860800,1742864400
ASBO GBM,Frey 309,https://se-images.campuslabs.com/clink/images/24db683b-b77b-45d7-9d53-85e789b9f5f7d28a72f8-4a85-4e4d-89b6-2315696920dc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10943867,"Please join us for our weekly spring general body meetings. We will discuss our spring break trip plans and learn about the amazing things volunteering has to offer. Here, you will meet like - minded people who enjoy helping others and making friends along the way. And when our spring break trip is over there will still be a lot of fun things to do during our meetings!",Alternative Spring Break Outreach,Alternative Spring Break Outreach,Credit,,1742860800,1742864400
Sand Jar Night,Devries 204/206,https://se-images.campuslabs.com/clink/images/28fa5061-3f65-45b2-9e6f-2ac05cd1da0c0cb8311a-62b5-4798-91f4-5bb6af77b5c2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11095900,"Tabaung Festival is a Burmese holiday celebrating the full moon. Burmese traditions include lighting candles, painting and sending off lanterns, making wishes, and making sand castles. Customize your own whimsical sand jars with colorful sand, crystals, shells, and little messages. Send your wishes to the moon!",Burmese Student Association,Burmese Student Association,Credit,,1742860800,1742864400
University Affairs Committee,USG Suite Conference Room SAC 202,https://se-images.campuslabs.com/clink/images/fb0ab4e4-2813-438c-a8ee-9f9be00ad8f4d110ccb5-66e2-4d49-b8b6-d17f1bd31cf5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10801886,"University Affairs Committee of the Undergraduate Student Government. The committee meets every Monday from 6: 30 - 8: 30pm unless otherwise noted (i. e University Senate dates, cancelled on holidays and breaks). The committee manages the Senate Line and any funding requests from Senate Line that come forward for Senator initiatives. The University Affairs Committee also works to promote university and academic - wide policies and services that benefit the undergraduate student body. The Committee reviews campus - wide issues and creates tangible steps to enhance undergraduate student quality of life, and invites guest speakers from various departments across the University for discussion. This meeting is public and takes place in the USG Conference Room in the USG Suite (SAC 202), anyone can attend and observe the meeting -  - a Zoom link is also available. Meeting minutes will be posted from each meeting on the USG website for public viewing to adhere to open meetings law.",Undergraduate Student Government ,Undergraduate Student Government ,Credit,,1742859000,1742866200
Altar Building and Deity Work,SAC 303,https://se-images.campuslabs.com/clink/images/8c5a1c24-29ed-4bf9-98fd-9133439e56aaf9cf2fbf-cd7b-4c1f-ab97-9f5218f6ea1c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11091048,"Learn more about how to set up your own altar, and what to know about working with deities. PSS GBMs: Open to everyone wanting to learn and share community with other Pagans on campus!",Pagan Student Society,Pagan Student Society,"Free Stuff, Credit","Religious Service / Celebration, Arts & Crafts",1742864400,1742867400
Field Hockey Club Practice,Campus Recreation Outdoor South Field Complex- Field A,https://se-images.campuslabs.com/clink/images/670ea046-7052-4ec1-8151-47b4a157a7e0b36b1345-2074-4b90-8019-dd391ca329a8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971474,"Join Stony Brook Field Hockey Club! We practice every week on Monday and Wednesday from 7 - 9PM. NO PRIOR EXPERIENCE IS REQUIRED TO PLAY! Whether you are new to the sport or have years of experience, we encourage you to join us! Equipment is provided.",Field Hockey Club Team,Field Hockey Club Team,Credit,,1742860800,1742868000
Mehndi and Movie Night,SAC 311,https://se-images.campuslabs.com/clink/images/f369e3af-9777-4ea0-877a-8850a4555e2bbeb09564-4c66-48f0-8438-c55f14ff6b7b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10932490,Taandava will offer mehndi designs and display a movie.,Taandava,Taandava,Credit,,1742860800,1742868000
Red Watch Band Virtual Training,Virtual,https://se-images.campuslabs.com/clink/images/a66060dd-8562-4ec3-9520-c92469f8290b3880f70b-c782-4807-b767-c20d9c649f85.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10836248,"Part of the CPO Upstander program - Red Watch Band teaches students how to identify an overdose and how to call for help to save a life! You must register for this training attinyurl. com/cpobystander To earn theUpstander Award(includes a certificate and graduation cord), you will need to complete the following: May 2026 graduates: complete Red Watch Band, QPR and Green Dot by January 1, 2026 May 2027 graduates: complete Red Watch Band, QPR and Green Dot by January 1, 2027 May 2028 graduates: complete Red Watch Band, QPR, Green Dot AND Hands - Only CPR by January 1, 2028 For accessibility needs please contact prevention_outreach@stonybrook. edu",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1742860800,1742868000
BASIC GBM,Frey 313,https://se-images.campuslabs.com/clink/images/5562791b-bc00-40c3-840c-8985ad98b9784e4f57da-9de6-4a93-9f10-fbd4167ea501.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10966630,"Please join us in celebrating the life, death, and resurrection of Jesus Christ through worship, workshop, and powerful sermons. We meet every Monday at 8pm in Frey 313.",Brothers and Sisters in Christ,Brothers and Sisters in Christ,Credit,Religious Service / Celebration,1742864400,1742868000
Suture Night!,Frey 301,https://se-images.campuslabs.com/clink/images/c72b4d25-a9b5-42bb-abe9-7c5c6bbc2c769e65b06b-ca90-45fe-be26-cdaecb6f471e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11095932,Come learn how to suture with the Red Cross Club! Materials provided.,American Red Cross Club at Stony Brook University,American Red Cross Club at Stony Brook University,Credit,,1742864400,1742868000
GBM for College Democrats,SAC 302,https://se-images.campuslabs.com/clink/images/1408ac97-3d19-407b-b146-070cbd867584fa768c3c-86f0-42a2-83b7-78445b8debfd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10962511,Come hangout and talk politics with College Democrats!,College Democrats,College Democrats,Credit,Civic Engagement,1742864400,1742868000
Karaoke with CSO,SAC 305,https://se-images.campuslabs.com/clink/images/ae101e2d-f31c-4871-afd9-e822d774ed7724ed3929-ff90-4966-b8b3-803bb92a9725.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11061830,Do you want to sing your heart out? Or watch others do that? Come vibe with CSO during our karaoke night! We want you to have a good time. See you on Monday March 24th @8PM in SAC 305,Caribbean Student Organization,Caribbean Student Organization,Credit,,1742864400,1742868000
Chinablue Block booking,SAC 311,https://se-images.campuslabs.com/clink/images/74a6be5f-6b4e-4a8a-a36a-9c69270858c4e1c3a71a-89ba-419c-8e71-56083d9fe6ff.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10873887,Chinablue will be hosting our weekly cabinet meetings for the spring semester.,ChinaBlue,ChinaBlue,Credit,,1742864400,1742868000
Monday Practice,REC 128,https://se-images.campuslabs.com/clink/images/0428bab8-6991-4175-932f-4e9d33816a7fccfd5d3c-ac02-47ea-a918-19250fd6a62e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006297,Monday Practice,Wrestling Team,Wrestling Team,Credit,,1742865300,1742868900
PUSO Presents: Spring Weekly GBMs,Melville E4320,https://se-images.campuslabs.com/clink/images/50697e89-1ea0-4ba8-a912-01ab6d9a3cda4ecdadd5-bc19-4d21-8e8d-722f7489e7e9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11050475,"Join the Philippine United Student Organization (PUSO) for our weekly Spring General Body Meetings! This is a time for us to come together, learn, and celebrate Filipino culture through engaging themes and discussions. Whether you're here to deepen your cultural knowledge, connect with fellow general body members, or just hang out and have fun, there's something for everyone!",Philippine United Student Organization,Philippine United Student Organization,Credit,"Asian, Pacific Islander, Desi American Heritage Month",1742866200,1742869800
RHA General Body Meetings,Bauman Center,https://se-images.campuslabs.com/clink/images/6808258d-a284-4f58-b4dd-2a6233f03e5600ac67e9-99ae-48c7-b82b-fd0c4a18b08d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10849669,"Our weekly general body meetings -  - mandatory for RHA Senators from each residential hall council, but also welcome to the general body! Come and learn about res life on campus and advocate for your fellow residential students! RHA Senators: if you cannot attend, you must fill outthe proxy form on our websitebefore 4: 00 PM on Monday!",Residence Hall Association,Residence Hall Association,Credit,,1742864400,1742871600
SBU Club Swimming: Practice - Spring 2025,University Pool,https://se-images.campuslabs.com/clink/images/3e281a15-8e1f-4768-b81c-940d148df8c29d87fca4-2fff-4636-a628-907535e38bb0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926704,"Join us for our daily swim practice, all skill levels welcome! We do not offer a learn to swim program.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,,1742868000,1742871600
Graduate Badminton - Club Hours,MAC Courts,https://se-images.campuslabs.com/clink/images/5d730f2c-3bf1-425c-8a79-dc80bd5dbbcbd38b27ea-6d33-48ca-8d54-ea59b3e1a641.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11063762,"NEW TO BADMINTON? Don't worry, join Graduate Badminton Union's weekly club timing. Meet new friends and improve your badminton skills. Sports wear is recommended. Please visit 30 minutes ahead during the net setup. Club Hours Location: MAC Courts (Basement of REC)",Graduate Badminton Union,Graduate Badminton Union,Credit,Sporting/Athletic Program,1742907600,1742913000
Mindful Moments,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/cc2fa9b5-48fa-4d29-8533-d6cb02444c09b8f442e1-1401-4113-949a-f0407f294e35.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10996562,"Research shows that people who practice mindfulness are happier, motivated, have successful relationships, good physical health, less anxiety and less depression. By combining self - affirmations with deep breathing, we rewire our brains to think more positively. This guided meditation allows us to affirm our self - worth and treat ourselves more kindly. Join CPO Peer Educators to explore different ways to relax the body and calm the mind! Email prevention_outreach@stonybrook. edu for accessibility needs.",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Stuff, Credit",Health & Wellness,1742918400,1742922000
Protein Cookie Fundraiser,SAC Lobby 5,https://se-images.campuslabs.com/clink/images/ecd9fbb2-1b88-4f21-9b12-71318ae4e7b03ca0248e-3190-4927-ac8d-9da165b4c474.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077893,"Want to eat a nice treat but still be healthy? Then come by the SAC at 11 AM to buy some delicious Protein Cookies, delicious cookies that are still healthy!",Computing Society at Stony Brook,Computing Society at Stony Brook,Credit,,1742918400,1742929200
Community Wellness Walk with CPO,Union Suite 108,https://se-images.campuslabs.com/clink/images/deb41480-05dd-43fd-8e4c-50602a5e4632ce341394-e907-420d-a17e-3ef230b37fc6.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11015663,"Join CPO Peer educators and SBU community members for a one mile walk on campus every week! Join us Tuesday March 25th from 1 - 2pm for one of our weekly wellness walks! All abilities are invited, no experience necessary, no one gets left behind Email prevention_outreach@stonybrook. edu for accessibility needs",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1742925600,1742929200
PACE Screening Days,"CPO Office, Union 108",https://se-images.campuslabs.com/clink/images/b9dfd007-e3ec-4f72-8106-3676427e557557ce884e-b7d2-42e3-bb96-8dd752f824fa.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11029511,"The PACE Team will be offering free and confidential physical health screenings for students every Tuesday from 10am - 3pm CPO Office, Union 108 No appointment necessary. Please check in at the PACE table in the Union Lobby Screenings and Assessments include:",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Stuff, Credit",,1742914800,1742932800
Blitzball Practice,Multi-Activity Court,,https://stonybrook.campuslabs.com/engage/event/11007058,"We will learn, practice, and play games of blitzball.",Blitzball Club,Blitzball Club,Credit,,1742934600,1742940000
FTA GBM #6:  Puzzle Craft,Frey Hall 301,https://se-images.campuslabs.com/clink/images/91d09459-1f48-4172-a5b4-31bf49b72107edda9f82-3e77-4f9f-80b6-5a444c6142fc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077651,"Come join us for our GBM, we will be making our own puzzles!",Future Teachers Association ,Future Teachers Association ,Credit,,1742940000,1742943600
36th Annual Roth Regatta Committee,"Student Activities Center, USG Suite 202, Conference Room",https://se-images.campuslabs.com/clink/images/35164146-9427-490f-a006-45a73d089df2b1ed5dcb-8e8d-4d6e-be05-186448617786.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10945405,"The 36th Annual Roth Regatta will take place on Friday, May 2nd at 12 pm! Join the Undergraduate Student Government's Roth Regatta Committee to help plan the event while we discuss registration & logistics, catering, and marketing!",Undergraduate Student Government,Undergraduate Student Government,Credit,"Sporting/Athletic Program, Career/Networking, Civic Engagement",1742940000,1742943600
Acting Workshop,SAC 304,https://se-images.campuslabs.com/clink/images/7c1ece97-cf3c-476c-af59-2ba9aaa8b070ccf65061-8202-49be-8320-80635efbce30.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11091361,Beginners and veterans will benefit from going over the basics of acting and practicing monologues! No preparation necessary and latecomers are welcome to this workshop hosted by the Actors Conservatory!,Actors Conservatory,Actors Conservatory,Credit,,1742941800,1742945400
Coffee Cafe,SAC 303,https://se-images.campuslabs.com/clink/images/798b0be3-8566-4ea3-bdb7-25d2bfa2c9513e186d76-0ae0-4089-8983-79250a89ab6c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077079,ASL Club is hosting a mini coffee cafe! Enjoy a variety of refreshments and snacks while practicing signing!,American Sign Language (ASL) Club,American Sign Language (ASL) Club,Credit,,1742943600,1742946600
Womens Club Lacrosse Practice,South P Field C (Lot 40),https://se-images.campuslabs.com/clink/images/4559fd05-5ead-4cd4-b376-53029c48b2adf0f5c7ce-72af-4a93-b005-4f2577c1d438.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971514,Join us for our weekly practices! All skill levels are welcome. Equipment is available to borrow.,Women's Club Lacrosse,Women's Club Lacrosse,Credit,,1742940000,1742947200
Movie Night! Portuguese Language Club!,SAC 311,https://se-images.campuslabs.com/clink/images/b1780058-72aa-471e-baf0-1b37547c16f82ee8a1f7-b67b-4a38-a6d2-9f02aaba579c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11102122,"Come join us for an amazing movie discussion night! We will have a selection of titles and talk about, featuring Lusophone countries and their movie production!",Portuguese Language Club,Portuguese Language Club,"Free Food, Credit",,1742940000,1742947200
Latinos Business Association: General Body Meeting,SAC 305,https://se-images.campuslabs.com/clink/images/44f4a574-a586-4b0a-9380-5f6b99f2a6efb4aee221-aa1f-4785-a5fa-43cbacfddd06.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765673,"Designed to foster a vibrant community of entrepreneurs and professionals. These gatherings serve as a platform for networking, collaboration, and knowledge sharing among like - minded individuals passionate about business growth and development.",Latinos Business Association,Latinos Business Association,"Free Food, Free Stuff, Credit","Arts & Crafts, Career/Networking, Hispanic Heritage Month",1742943600,1742947200
Latinos Business Association: General Body Meeting,SAC 305,https://se-images.campuslabs.com/clink/images/44f4a574-a586-4b0a-9380-5f6b99f2a6efb4aee221-aa1f-4785-a5fa-43cbacfddd06.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765672,"Designed to foster a vibrant community of entrepreneurs and professionals. These gatherings serve as a platform for networking, collaboration, and knowledge sharing among like - minded individuals passionate about business growth and development.",Latinos Business Association,Latinos Business Association,"Free Food, Free Stuff, Credit","Arts & Crafts, Career/Networking, Hispanic Heritage Month",1742943600,1742947200
College Loops Challenge,"Alan S. deVries Center, RM 200",https://se-images.campuslabs.com/clink/images/b5329337-d4d7-442b-8dfb-e1622b0a69b1d37ef101-436c-4d0d-ad79-4392b1dccc4e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11036786,"Join us for a fun and productive work session dedicated to the College Loops Challenge! 🚀 Whether you're brainstorming ideas, working on your project, or need help registering, we've got you covered. Plus, there will be SNACKS 🍪😋 to keep you going! ✨ Not doing the challenge? No worries! Bring your homework 📚 or just hang out in a motivating space with fellow members. See you there! 🎈",Girls Who Code College Loops at Stony Brook University,Girls Who Code College Loops at Stony Brook University,"Free Food, Credit",Professional development/Leadership,1742945400,1742949000
HEAL -Cultural Health Practices/Remedies,Frey Hall-313,https://se-images.campuslabs.com/clink/images/091b31ec-6c50-4115-8ff3-b49808fbec6c3583357a-878d-4143-9ee9-36d1356a4b58.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11097152,"Join us for an engaging discussion on cultural health practices and remedies from around the world. We’ll explore how diverse cultures approach wellness and healing, and how these traditions can inform modern healthcare. This is a chance to share, learn, and gain a deeper appreciation for the global tapestry of health practices.",Health Equity for AAPI leadership,Health Equity for AAPI leadership,Credit,"Health & Wellness, Community Service, Career/Networking, Asian, Pacific Islander, Desi American Heritage Month",1742947200,1742950200
Protein Cookie Fundraiser,Union Patio,https://se-images.campuslabs.com/clink/images/b97026d1-cbe4-401b-ba1c-b2177bcb128d31f5fceb-6539-4643-bbf8-c3a458dcd67c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077882,"Get excited for our fundraiser for the Stony Brook Computing Society, where our lovely E - Board will bake protein cookies for the Stony Brook community! We will hold it on Tuesday, March 25th at 5 PM to 8 PM at the Union Patio.",Computing Society at Stony Brook,Computing Society at Stony Brook,Credit,,1742940000,1742950800
Journalism & Communication Young Professionals and Alumni Panel,Virtual,https://se-images.campuslabs.com/clink/images/30dcd376-df08-4eb1-b4d9-ece80e368d702c7f596a-be9e-4eee-b9d4-d84c94e499b8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10998818,"Register on Handshake! Join us for an engaging virtual panel discussion where you'll have the opportunity to hear insights and experiences from young professionals and Stony Brook University alumni in the communications and journalism fields. Don't miss this chance to connect with accomplished individuals, ask questions, and explore the exciting possibilities within communications and journalism.",Career Center,Career Center,Credit,Career/Networking,1742945400,1742950800
Flower Crown Making,SAC 303,https://se-images.campuslabs.com/clink/images/981f9ec0-2192-4e6f-92be-da48fd092a56435e69a8-1a08-44cc-b501-e42778163d05.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11016283,Come join us to craft your very own gorgeous flower crown! !,Polish American Student Association,Polish American Student Association,"Free Stuff, Credit",,1742947200,1742950800
Wolfiethon Volunteer Opportunity,Student Union - F&S Lounge,https://se-images.campuslabs.com/clink/images/b15ccc5e-9eef-45c7-947a-b9beed4e4b47230a90ae-0236-419d-8022-4ea7914ed28e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10747892,"Join the volunteer committee! Gain service hours, make decorations, and most importantly be a part of helping the fight against childhood cancer. We meet every Tuesday at 7pm in the f&s lounge.",Wolfiethon,Wolfiethon,Credit,Community Service,1742947200,1742950800
Arabic Language and Culture Club GBM,SAC 311,,https://stonybrook.campuslabs.com/engage/event/10757764,The Arabic Language and Culture Club is hosting a GBM. Get to know other members and learn more about Arab culture and the Arabic language over a fun activity!,Arabic Language and Culture Club,Arabic Language and Culture Club,Credit,,1742947200,1742952600
Green Dot Virtual Training,Virtual,https://se-images.campuslabs.com/clink/images/0f373296-1092-407c-955f-5eaff32e7e09ff30482e-a9c3-4a40-8dad-1384513f5530.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10836019,"Part of the CPO Upstander program - Green Dot teaches you how to recognize risky or potentially violent situations and practice skills for intervening to prevent interpersonal violence! You must register for this training attinyurl. com/cpobystander To earn theUpstander Award(includes a certificate and graduation cord), you will need to complete the following: May 2026 graduates: complete Red Watch Band, QPR and Green Dot by January 1, 2026 May 2027 graduates: complete Red Watch Band, QPR and Green Dot by January 1, 2027 May 2028 graduates: complete Red Watch Band, QPR, Green Dot AND Hands - Only CPR by January 1, 2028 For accessibility needs please contact prevention_outreach@stonybrook. edu",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1742947200,1742954400
SASA Club Meetings (2/11-5/6),"SAC 302, SAC 303",,https://stonybrook.campuslabs.com/engage/event/10479966,SASA e - board meetings will take place.,South Asian Student Alliance,South Asian Student Alliance,Credit,,1742950800,1742954400
ASU GBM's,Union 103-L02,https://se-images.campuslabs.com/clink/images/dee16aeb-4864-4258-b19a-7e9f27c49607fcb1b67c-7757-4b01-95ee-72871f9b3bef.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11017066,"ASU general body meetings give the general members a time every other week to connect with African culture, these events are open to all and we encourage everyone to come take time and learn about Africa while they laugh and sometimes eat.",African Students Union,African Students Union,Credit,Black History Month,1742950800,1742954400
Greeley Hall Council GBM,Greeley Lounge,https://se-images.campuslabs.com/clink/images/81f5dfcc-4982-49fc-8774-79618d18f79134e1fe9c-3f2d-4089-aadd-accd0d57a7df.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11047344,Greeley's weekly Hall Council meeting. Come down to the Greeley lounge to meet other residents and stay in the loop about building events!,Roosevelt Community,Roosevelt Community,Credit,,1742951700,1742955300
Lauterbur Hall Council: General Body Meetings,Lauterbur Classroom,https://se-images.campuslabs.com/clink/images/f1b0fd15-ead8-4909-a9e1-bdd3b3e99b364d301a13-af41-438f-b9d5-9479f7da80c2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11030488,Attend Lauterbur Hall Council GBM to learn about events and information regarding the Hall and make your voice count by telling us what you want to improve about our dorm and community. By attending 2 GBM you will be able to fulfill your 2YLC Civic Engagement Event requirement.,Chávez Tubman and Nobel Community,Chávez Tubman and Nobel Community,Credit,,1742952600,1742956200
High C's Tuesday Rehearsal,SAC Rehearsal Space,https://se-images.campuslabs.com/clink/images/7fe349b2-0bff-46f9-a298-977e7ac0f5d667d33a92-972e-41c9-9812-23af663351c1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10759383,"Weekly rehearsal for the High c's, TTBB a cappella group to practice their repertoire.",High Cs,High Cs,Credit,,1742947200,1742958000
SBU Club Swimming: Practice - Spring 2025,University Pool,https://se-images.campuslabs.com/clink/images/3e281a15-8e1f-4768-b81c-940d148df8c29d87fca4-2fff-4636-a628-907535e38bb0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926705,"Join us for our daily swim practice, all skill levels welcome! We do not offer a learn to swim program.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,,1742954400,1742958000
Taandava Practice '24-25 Tuesday (3/11 - 5/06),UNION L06-01A,,https://stonybrook.campuslabs.com/engage/event/10490107,"Taandava will host weekly practices on Tuesday 7: 30pm - 10: 30pm, at the union club hub.",Taandava,Taandava,Credit,,1742949000,1742959800
Chalk Talk,Frey 112,https://se-images.campuslabs.com/clink/images/cdef2cae-00bb-46a3-a291-2e7765d722c39d8b1769-0802-433a-b2a0-8e80c2aff4da.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971244,"Join SBU Sailing for chalk talks to learn about the sport of sailing, basic maneuvers, knots, racing, and more!",Sailing,Sailing,Credit,,1742992200,1742997600
SBAAU Ice Hockey NATIONAL CHAMPIONSHIP TOURNEY,Community First Igloo,https://se-images.campuslabs.com/clink/images/3a619033-0c67-46e8-b1aa-8e4fad0ca2c09edea0b5-4478-44aa-8049-03e23ec5a34f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11065519,"The Stony Brook AAU Ice Hockey team heads to Jacksonville, Florida for the AAU National Championship Tournament!",Stony Brook AAU Ice Hockey,Stony Brook AAU Ice Hockey,Credit,Sporting/Athletic Program,1742468400,1743008400
Badminton Club Weekly Meeting,MAC Courts,https://se-images.campuslabs.com/clink/images/0e95b142-c162-4c81-9d11-942373e416f00d961707-d5be-4f30-a3fc-de702a4ed440.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007138,All skill levels are welcome to join! Come and play with other members or to learn new skills. Rackets will be available to borrow (We recommend you bring your own if you have). Birdies will be provided. Location: MAC Courts (Basement of the Recreation Center) Every Wednesday 12 - 1: 30 and Friday 3: 00 - 4: 30 PM Don’t forget to have: - CORQ App ready - Water - Comfortable / Athletic wear and shoes (No jeans please! ),Badminton Club,Badminton Club,Credit,,1743008400,1743013800
Conquer Your Research Journey: Developing an Impactful Poster,SAC 302,https://se-images.campuslabs.com/clink/images/f49c627f-86b9-44b7-9c0f-ac6734594491ab3e9e0f-b559-40f9-b167-6c781c1618cf.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11013755,Register on Handshake!,Career Center,Career Center,Credit,Career/Networking,1743010200,1743013800
MLA Citation,Online,https://se-images.campuslabs.com/clink/images/9717967e-2c34-4a73-a195-a845c84075968ac88d7b-3492-4bf0-b587-958304369a4c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11099960,"Are you required to use MLA citation for your research paper assignment? Join librarian Christine Fena to learn about why, when, and how to cite your sources in MLA format. Although this workshop is designed especially for those students taking WRT 101 and WRT 102, all are welcome! Please register for this event ahead of time using thisZoom Registration Link.",University Libraries,University Libraries,Credit,Virtual Event,1743010200,1743015000
Public Speaking & Presentations (iCafe x iGrad),"International Student Center (Library S1450), Melville Library",https://se-images.campuslabs.com/clink/images/bd7465a8-41d5-4130-a836-48da36433e922daff0d5-fbbc-4352-9a59-a34beafdbe66.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10989679,"In our Public Speaking & Presentations workshop, we will review tips/skills on how you can develop a presentation. You will also learn how you can successfully tackle public speaking anxiety. Free snacks will be available while you learn! Presented by Luis Colón, Instructional Designer.",The Office of Global Affairs,The Office of Global Affairs,"Free Food, Credit",,1743010200,1743015000
WIB General Body Meeting,Frey Hall 105,,https://stonybrook.campuslabs.com/engage/event/10922858,"Women In Business at Stony Brook University is an organization for business students committed to empowering and inspiring future women business leaders. Our community will help educate, inform, and guide business students at Stony Brook University to help achieve all of their goals - both short - term and long - term. To become an active member, you must attend three (3) General Body Meetings. To become an officer, you must be an active member as well as already have attended one professional, one social and one fundraiser event. Note: This organization is open to all members of the Stony Brook community, regardless of gender. No person shall be denied membership for or office because of sexual orientation, nation of origin, race, sex, physical disability, political or religious beliefs, and all other protected classes under federal and state laws.",Women In Business at SBU,Women In Business at SBU,Credit,Professional development/Leadership,1743012000,1743015000
WUSB Recess!,WUSB Radio Station - 2nd Floor of West Side Dining,https://se-images.campuslabs.com/clink/images/f10f5505-746b-4b62-a5a7-455a690bb7d07f753b8b-cd0b-40f8-a80e-de6cf7da559a.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087566,"Recess is an opportunity to get on - air training to be a DJ at WUSB! We will be teaching you the basics of engineering a show, even if you do not want a show, this is a good opportunity to meet some of the other people at WUSB!",WUSB,WUSB,Credit,,1743008400,1743015600
Arabic Language and Culture Club GBM,SAC 303,,https://stonybrook.campuslabs.com/engage/event/10846425,The Arabic Language and Culture Club will be hosting a GBM! Come join us for an activity and get to know other members.,Arabic Language and Culture Club,Arabic Language and Culture Club,Credit,,1743010200,1743015600
SBU Improv GBM,SAC 304,https://se-images.campuslabs.com/clink/images/f180b49f-3a04-42e8-b844-d0ba3b4571714be768b4-8a3c-4cca-b2d8-6a3af9b54128.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10969119,"A general body meeting for SomeBody's Uncle Improv! Join us to learn fundamental improv skills through fun warmups and games, including spontaneity, attentiveness, and imagination! Everyone is welcome to attend - no prior improv experience required!",SomeBody's Uncle Improv,SomeBody's Uncle Improv,Credit,Performance,1743010200,1743015600
