Event Name,Event Time,Location,Club,Image URL,Event URL,Description,Host Organizations,First Host Org,Perks,Categories,Start Time,End Time
Kahoot Night!,"Monday, February 24 at 6:00PM EST",SAC 306,Pre-Nursing Society,https://se-images.campuslabs.com/clink/images/0f308c16-21f4-4449-972f-117b5fa9f72a67956adf-7198-4110-a357-6695d255ddb1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11056132,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
GBM #9: :Anti-Aging,"Monday, February 24 at 6:00PM EST",SAC 304,Bioethics Society,N/A,https://stonybrook.campuslabs.com/engage/event/11083543,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
GBM 2: Game Night,"Monday, February 24 at 6:00PM EST",SAC 305,The Humanology Project,https://se-images.campuslabs.com/clink/images/c1d92855-e0cd-423e-ab9e-365950cff83276ff44b6-ea80-440a-ba79-2d96fa00bc9e.pdf?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11044789,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Game Night: Family Feud,"Monday, February 24 at 5:30PM EST",DeVries Center 200-202,LGBTQ* Services,https://se-images.campuslabs.com/clink/images/f189cf93-13e3-4129-a683-51463bf58a3af4610b76-8281-4a0a-ab55-9efa3b15d166.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11055301,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Talk: How many times does a polynomial vanish at a point? by Prof. Robert Lazarsfeld,"Monday, February 24 at 6:30PM EST",math tower room P-131,Math Club,N/A,https://stonybrook.campuslabs.com/engage/event/11086779,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
PPGA E-Board Meeting,"Monday, February 24 at 7:00PM EST",Union 203-11,Planned Parenthood Generation Action at Stony Brook University,https://se-images.campuslabs.com/clink/images/4b8ac7c4-ae2c-4f7d-8d2b-e8fa8b77f97716176846-5437-4d50-9519-c111f8ff3815.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10957362,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Embroidery at SBU: GBM,"Monday, February 24 at 7:00PM EST",Library N3063,Embroidery at SBU,N/A,https://stonybrook.campuslabs.com/engage/event/11040618,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Purrfect Pawlor,"Monday, February 24 at 7:00PM EST",SAC 302,Cat Network,https://se-images.campuslabs.com/clink/images/3524c317-ae3e-4c2a-ada7-e09fc9e1c492fe1d79d5-d5bf-4376-b021-4ee069d0552e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10231917,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
UNICEF at SBU GBM,"Monday, February 24 at 7:00PM EST",Frey Hall 201,UNICEF at SBU,https://se-images.campuslabs.com/clink/images/2c145621-272b-46b4-9670-2f0d98e1ce23bb6c0233-e3fd-421a-8551-76d9028b0ce6.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10990266,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
General Body Meeting,"Monday, February 24 at 7:00PM EST",Humanities Building,College Socialists,https://se-images.campuslabs.com/clink/images/a979a639-b42a-412e-b768-e3d205a89f6fdfdd17c8-8326-4d1e-875c-fe27431d4d61.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10957392,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
ASBO GBM,"Monday, February 24 at 7:00PM EST",Frey 309,Alternative Spring Break Outreach,https://se-images.campuslabs.com/clink/images/24db683b-b77b-45d7-9d53-85e789b9f5f7d28a72f8-4a85-4e4d-89b6-2315696920dc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10943864,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
AIChE ChemE Jeopardy Weekly Meetings,"Monday, February 24 at 7:00PM EST",ESS 177,American Institute of Chemical Engineers,https://se-images.campuslabs.com/clink/images/ca1fef38-96d6-4e82-9e6b-4ecdde819ac11f64dd7a-93d5-458c-b93f-dc0d8549e177.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11044772,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
MUN Weekly GBM,"Monday, February 24 at 7:00PM EST",Javits 101,Model United Nations,https://se-images.campuslabs.com/clink/images/ce85df98-3f9f-49d1-848b-8319a5fac6871beecaa5-b764-4879-922f-578e63625b20.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11050721,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
University Affairs Committee,"Monday, February 24 at 6:30PM EST",USG Suite Conference Room SAC 202,Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/fb0ab4e4-2813-438c-a8ee-9f9be00ad8f4d110ccb5-66e2-4d49-b8b6-d17f1bd31cf5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10801883,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Coffee and Culture,"Monday, February 24 at 7:00PM EST",SAC 306,Arabic Language and Culture Club,https://se-images.campuslabs.com/clink/images/af9aceba-cf1d-4fb1-97a2-cb61368b5acc701e3bef-73c7-4865-9b3c-f98128f59294.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10757769,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
FTA Teacher Meet and Greet Event,"Monday, February 24 at 8:00PM EST",Frey 201,Future Teachers Association ,https://se-images.campuslabs.com/clink/images/4f79a17e-e889-408a-b4e1-4419d5ba19739b15247a-d29d-4feb-9fd5-c194f7573ff1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11068175,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Tarot 101: Interpreting and Reading,"Monday, February 24 at 8:00PM EST",SAC 303,Pagan Student Society,https://se-images.campuslabs.com/clink/images/30baffd9-1498-4062-8e39-8674289c11aa49758f7c-de00-4054-840c-8931de8378b9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11082715,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Hero Fundraiser,"Monday, February 24 at 7:00PM EST",Student Union - Ballroom 203-20,Wolfiethon ,https://se-images.campuslabs.com/clink/images/e2755b97-5bc7-4b00-ae7a-b83e309d52e7c652cbd5-5be9-4f0d-be56-b066477692c9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11066293,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Field Hockey Club Practice,"Monday, February 24 at 7:00PM EST",Campus Recreation Outdoor South Field Complex- Field A,Field Hockey Club Team,https://se-images.campuslabs.com/clink/images/670ea046-7052-4ec1-8151-47b4a157a7e0b36b1345-2074-4b90-8019-dd391ca329a8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971468,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Chinablue Block booking,"Monday, February 24 at 8:00PM EST",SAC 311,ChinaBlue,https://se-images.campuslabs.com/clink/images/74a6be5f-6b4e-4a8a-a36a-9c69270858c4e1c3a71a-89ba-419c-8e71-56083d9fe6ff.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10873883,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Chat with CSO,"Monday, February 24 at 8:00PM EST",SAC 305,Caribbean Student Organization,https://se-images.campuslabs.com/clink/images/48e86372-f43f-4ac4-9728-9f54e0b7b29e185b422b-91bb-4d81-b35b-e481942db798.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11036790,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Pagan Circle: Topic TBA,"Monday, February 24 at 8:00PM EST",SAC 303,Pagan Student Society,https://se-images.campuslabs.com/clink/images/ac016011-7faa-45b8-a339-910bca6a809b779df7c3-da6c-4424-96ae-bd2bcbee1f1d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10864710,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
BASIC GBM,"Monday, February 24 at 8:00PM EST",Frey 313,Brothers and Sisters in Christ ,https://se-images.campuslabs.com/clink/images/5562791b-bc00-40c3-840c-8985ad98b9784e4f57da-9de6-4a93-9f10-fbd4167ea501.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10966627,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
GBM for College Democrats,"Monday, February 24 at 8:00PM EST",SAC 302,College Democrats,https://se-images.campuslabs.com/clink/images/1408ac97-3d19-407b-b146-070cbd867584fa768c3c-86f0-42a2-83b7-78445b8debfd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10962508,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Monday Practice,"Monday, February 24 at 8:15PM EST",REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/0428bab8-6991-4175-932f-4e9d33816a7fccfd5d3c-ac02-47ea-a918-19250fd6a62e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006294,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Musician Mixer,"Monday, February 24 at 7:30PM EST",Tabler Cafe in the Tabler Community Center,Stony Music Rocks!,https://se-images.campuslabs.com/clink/images/d2e40529-591b-402b-b886-aaef62234b38a77fbb1e-5fc4-4d00-9712-158e64904ecd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11083821,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
PUSO Presents: Spring Weekly GBMs,"Monday, February 24 at 8:30PM EST",Melville E4320,Philippine United Student Organization,https://se-images.campuslabs.com/clink/images/50697e89-1ea0-4ba8-a912-01ab6d9a3cda4ecdadd5-bc19-4d21-8e8d-722f7489e7e9.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11050471,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Narcan Training,"Monday, February 24 at 8:30PM EST",CPO training room,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/85f6496c-fa9b-4eee-aad1-112ae7a02c22836c11b2-52df-400d-ba2c-6f852f28659c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10932903,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Shop Red Focus Group - Help Us Redesign the Campus Store,"Monday, February 24 at 8:00AM EST",Shop Red West,Unknown Club,https://se-images.campuslabs.com/clink/images/cc90c511-de98-45c6-abaf-5b032c0c36bfacce0c62-486e-4cac-b7f5-97749521099d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11073789,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
RHA General Body Meetings,"Monday, February 24 at 8:00PM EST",Bauman Center,Residence Hall Association,https://se-images.campuslabs.com/clink/images/6808258d-a284-4f58-b4dd-2a6233f03e5600ac67e9-99ae-48c7-b82b-fd0c4a18b08d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10849667,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Stony Breakers - Open Session,"Monday, February 24 at 8:30PM EST",ESS Lobby,Stony Breakers,https://se-images.campuslabs.com/clink/images/fefac18b-663e-4266-b537-e21a869b6d20d7fc1e0c-53a0-4415-95a8-01f15921fe91.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10980291,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
SBU Club Swimming: Practice - Spring 2025,"Monday, February 24 at 9:00PM EST",University Pool,Club Swimming at Stony Brook University,https://se-images.campuslabs.com/clink/images/706ebbfd-3d95-4605-83f1-63aa4785c35044406a1f-84fe-45db-a50e-c58de0eb2da5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926685,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Theta Phi Alpha's Chapter Business Meeting,"Monday, February 24 at 8:30PM EST",LIB E4315,Theta Phi Alpha (Currently on Probation),N/A,https://stonybrook.campuslabs.com/engage/event/11026833,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
30 Minutes with God,"Monday, February 24 at 10:00PM EST",Online,Protestant Campus Ministry ,https://se-images.campuslabs.com/clink/images/56ed7f8e-c7ca-4776-b79d-a2851720ab671b55c682-8c67-4677-84bf-ab5785b3b360.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10747402,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
30 Minutes with God,"Monday, February 24 at 10:00PM EST",Online,Protestant Campus Ministry ,https://se-images.campuslabs.com/clink/images/56ed7f8e-c7ca-4776-b79d-a2851720ab671b55c682-8c67-4677-84bf-ab5785b3b360.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10747401,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Ultimate Frisbee Club Indoor Practice - Monday,"Monday, February 24 at 10:00PM EST",SBU Indoor Practice Facility,Ultimate Frisbee,https://se-images.campuslabs.com/clink/images/3eadc3ea-f9c3-4073-a588-f20a15bfe566b7020310-8039-4a6d-82a2-4417ccd255a6.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971489,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
ASCE 3D Printing Team Meeting,"Tuesday, February 25 at 12:30PM EST",Old Computer Science Room 1207,American Society of Civil Engineers: Stony Brook University Chapter,https://se-images.campuslabs.com/clink/images/bb9eca22-e0cc-41c6-887e-81565f8be1b6edeb31c8-129a-4272-8186-5110589dbad1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11017967,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Community Wellness Walk with CPO,"Tuesday, February 25 at 1:00PM EST",Union Suite 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/deb41480-05dd-43fd-8e4c-50602a5e4632ce341394-e907-420d-a17e-3ef230b37fc6.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11015660,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Modeling Individual Cognitive Patterns and Mental Health from Language,"Tuesday, February 25 at 1:00PM EST","Special Collections Seminar Room, E-2340 - Capacity: 50",University Libraries,https://se-images.campuslabs.com/clink/images/61aa81ed-40c7-4180-a766-ededfce18669967efdd3-2b31-47e2-97f2-c42eec837286.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11027629,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
